file,success,R1,L1,R2,L2,C2,C3,chi2,time,method
Draft1.txt,True,0.10000000190012771,9.999128678411246e-07,108.910529889633,9.999130417767054e-07,7.546531102121551e-07,1.0898972919056339e-08,517499.0508319116,0.023894786834716797,both
