# Freq(Hz) Mag(ohms) Phase(deg)
8.05055055055055e+02 -2.72319510683443e+01 -8.94897724173638e+01
8.06006006006006e+02 -2.72422043039014e+01 -8.94903743747049e+01
8.06956956956957e+02 -2.72524454511430e+01 -8.94909749133922e+01
8.07907907907908e+02 -2.72626745385372e+01 -8.94915740384349e+01
8.08858858858859e+02 -2.72728915944517e+01 -8.94921717548183e+01
8.09809809809810e+02 -2.72830966471545e+01 -8.94927680675047e+01
8.10760760760761e+02 -2.72932897248136e+01 -8.94933629814329e+01
8.11711711711712e+02 -2.73034708554984e+01 -8.94939565015185e+01
8.12662662662663e+02 -2.73136400671794e+01 -8.94945486326543e+01
8.13613613613614e+02 -2.73237973877294e+01 -8.94951393797100e+01
8.14564564564565e+02 -2.73339428449231e+01 -8.94957287475327e+01
8.15515515515516e+02 -2.73440764664383e+01 -8.94963167409470e+01
8.16466466466466e+02 -2.73541982798560e+01 -8.94969033647547e+01
8.17417417417417e+02 -2.73643083126608e+01 -8.94974886237355e+01
8.18368368368368e+02 -2.73744065922416e+01 -8.94980725226470e+01
8.19319319319319e+02 -2.73844931458919e+01 -8.94986550662243e+01
8.20270270270270e+02 -2.73945680008101e+01 -8.94992362591810e+01
8.21221221221221e+02 -2.74046311841001e+01 -8.94998161062086e+01
8.22172172172172e+02 -2.74146827227720e+01 -8.95003946119769e+01
8.23123123123123e+02 -2.74247226437418e+01 -8.95009717811343e+01
8.24074074074074e+02 -2.74347509738328e+01 -8.95015476183075e+01
8.25025025025025e+02 -2.74447677397751e+01 -8.95021221281021e+01
8.25975975975976e+02 -2.74547729682067e+01 -8.95026953151023e+01
8.26926926926927e+02 -2.74647666856735e+01 -8.95032671838715e+01
8.27877877877878e+02 -2.74747489186300e+01 -8.95038377389517e+01
8.28828828828829e+02 -2.74847196934395e+01 -8.95044069848644e+01
8.29779779779780e+02 -2.74946790363749e+01 -8.95049749261103e+01
8.30730730730731e+02 -2.75046269736186e+01 -8.95055415671695e+01
8.31681681681682e+02 -2.75145635312632e+01 -8.95061069125015e+01
8.32632632632633e+02 -2.75244887353118e+01 -8.95066709665455e+01
8.33583583583584e+02 -2.75344026116788e+01 -8.95072337337205e+01
8.34534534534534e+02 -2.75443051861895e+01 -8.95077952184254e+01
8.35485485485485e+02 -2.75541964845815e+01 -8.95083554250388e+01
8.36436436436436e+02 -2.75640765325041e+01 -8.95089143579197e+01
8.37387387387387e+02 -2.75739453555196e+01 -8.95094720214072e+01
8.38338338338338e+02 -2.75838029791031e+01 -8.95100284198206e+01
8.39289289289289e+02 -2.75936494286430e+01 -8.95105835574599e+01
8.40240240240240e+02 -2.76034847294416e+01 -8.95111374386052e+01
8.41191191191191e+02 -2.76133089067153e+01 -8.95116900675177e+01
8.42142142142142e+02 -2.76231219855951e+01 -8.95122414484390e+01
8.43093093093093e+02 -2.76329239911270e+01 -8.95127915855919e+01
8.44044044044044e+02 -2.76427149482720e+01 -8.95133404831799e+01
8.44994994994995e+02 -2.76524948819073e+01 -8.95138881453877e+01
8.45945945945946e+02 -2.76622638168256e+01 -8.95144345763811e+01
8.46896896896897e+02 -2.76720217777367e+01 -8.95149797803073e+01
8.47847847847848e+02 -2.76817687892666e+01 -8.95155237612948e+01
8.48798798798799e+02 -2.76915048759589e+01 -8.95160665234537e+01
8.49749749749750e+02 -2.77012300622747e+01 -8.95166080708757e+01
8.50700700700701e+02 -2.77109443725931e+01 -8.95171484076341e+01
8.51651651651652e+02 -2.77206478312112e+01 -8.95176875377840e+01
8.52602602602603e+02 -2.77303404623452e+01 -8.95182254653625e+01
8.53553553553554e+02 -2.77400222901300e+01 -8.95187621943887e+01
8.54504504504505e+02 -2.77496933386201e+01 -8.95192977288639e+01
8.55455455455455e+02 -2.77593536317897e+01 -8.95198320727714e+01
8.56406406406406e+02 -2.77690031935330e+01 -8.95203652300769e+01
8.57357357357357e+02 -2.77786420476649e+01 -8.95208972047286e+01
8.58308308308308e+02 -2.77882702179209e+01 -8.95214280006570e+01
8.59259259259259e+02 -2.77978877279578e+01 -8.95219576217755e+01
8.60210210210210e+02 -2.78074946013539e+01 -8.95224860719799e+01
8.61161161161161e+02 -2.78170908616092e+01 -8.95230133551489e+01
8.62112112112112e+02 -2.78266765321462e+01 -8.95235394751442e+01
8.63063063063063e+02 -2.78362516363098e+01 -8.95240644358104e+01
8.64014014014014e+02 -2.78458161973677e+01 -8.95245882409750e+01
8.64964964964965e+02 -2.78553702385110e+01 -8.95251108944491e+01
8.65915915915916e+02 -2.78649137828542e+01 -8.95256324000265e+01
8.66866866866867e+02 -2.78744468534360e+01 -8.95261527614849e+01
8.67817817817818e+02 -2.78839694732190e+01 -8.95266719825850e+01
8.68768768768769e+02 -2.78934816650905e+01 -8.95271900670714e+01
8.69719719719720e+02 -2.79029834518629e+01 -8.95277070186720e+01
8.70670670670671e+02 -2.79124748562734e+01 -8.95282228410986e+01
8.71621621621622e+02 -2.79219559009852e+01 -8.95287375380468e+01
8.72572572572573e+02 -2.79314266085872e+01 -8.95292511131961e+01
8.73523523523524e+02 -2.79408870015943e+01 -8.95297635702099e+01
8.74474474474475e+02 -2.79503371024483e+01 -8.95302749127357e+01
8.75425425425425e+02 -2.79597769335176e+01 -8.95307851444051e+01
8.76376376376376e+02 -2.79692065170978e+01 -8.95312942688341e+01
8.77327327327327e+02 -2.79786258754120e+01 -8.95318022896229e+01
8.78278278278278e+02 -2.79880350306111e+01 -8.95323092103561e+01
8.79229229229229e+02 -2.79974340047741e+01 -8.95328150346028e+01
8.80180180180180e+02 -2.80068228199084e+01 -8.95333197659168e+01
8.81131131131131e+02 -2.80162014979501e+01 -8.95338234078363e+01
8.82082082082082e+02 -2.80255700607645e+01 -8.95343259638845e+01
8.83033033033033e+02 -2.80349285301460e+01 -8.95348274375694e+01
8.83983983983984e+02 -2.80442769278187e+01 -8.95353278323837e+01
8.84934934934935e+02 -2.80536152754367e+01 -8.95358271518053e+01
8.85885885885886e+02 -2.80629435945845e+01 -8.95363253992970e+01
8.86836836836837e+02 -2.80722619067767e+01 -8.95368225783070e+01
8.87787787787788e+02 -2.80815702334593e+01 -8.95373186922684e+01
8.88738738738739e+02 -2.80908685960089e+01 -8.95378137445999e+01
8.89689689689690e+02 -2.81001570157340e+01 -8.95383077387054e+01
8.90640640640641e+02 -2.81094355138745e+01 -8.95388006779743e+01
8.91591591591592e+02 -2.81187041116024e+01 -8.95392925657816e+01
8.92542542542542e+02 -2.81279628300221e+01 -8.95397834054879e+01
8.93493493493493e+02 -2.81372116901706e+01 -8.95402732004394e+01
8.94444444444444e+02 -2.81464507130175e+01 -8.95407619539682e+01
8.95395395395395e+02 -2.81556799194660e+01 -8.95412496693922e+01
8.96346346346346e+02 -2.81648993303524e+01 -8.95417363500152e+01
8.97297297297297e+02 -2.81741089664469e+01 -8.95422219991271e+01
8.98248248248248e+02 -2.81833088484537e+01 -8.95427066200036e+01
8.99199199199199e+02 -2.81924989970112e+01 -8.95431902159068e+01
9.00150150150150e+02 -2.82016794326925e+01 -8.95436727900849e+01
9.01101101101101e+02 -2.82108501760054e+01 -8.95441543457726e+01
9.02052052052052e+02 -2.82200112473931e+01 -8.95446348861906e+01
9.03003003003003e+02 -2.82291626672337e+01 -8.95451144145463e+01
9.03953953953954e+02 -2.82383044558415e+01 -8.95455929340335e+01
9.04904904904905e+02 -2.82474366334664e+01 -8.95460704478326e+01
9.05855855855856e+02 -2.82565592202947e+01 -8.95465469591108e+01
9.06806806806807e+02 -2.82656722364489e+01 -8.95470224710216e+01
9.07757757757758e+02 -2.82747757019886e+01 -8.95474969867058e+01
9.08708708708709e+02 -2.82838696369102e+01 -8.95479705092906e+01
9.09659659659660e+02 -2.82929540611473e+01 -8.95484430418905e+01
9.10610610610611e+02 -2.83020289945712e+01 -8.95489145876067e+01
9.11561561561562e+02 -2.83110944569909e+01 -8.95493851495277e+01
9.12512512512513e+02 -2.83201504681535e+01 -8.95498547307289e+01
9.13463463463463e+02 -2.83291970477443e+01 -8.95503233342730e+01
9.14414414414414e+02 -2.83382342153873e+01 -8.95507909632101e+01
9.15365365365365e+02 -2.83472619906452e+01 -8.95512576205774e+01
9.16316316316316e+02 -2.83562803930199e+01 -8.95517233093995e+01
9.17267267267267e+02 -2.83652894419525e+01 -8.95521880326887e+01
9.18218218218218e+02 -2.83742891568238e+01 -8.95526517934446e+01
9.19169169169169e+02 -2.83832795569544e+01 -8.95531145946545e+01
9.20120120120120e+02 -2.83922606616049e+01 -8.95535764392931e+01
9.21071071071071e+02 -2.84012324899762e+01 -8.95540373303233e+01
9.22022022022022e+02 -2.84101950612100e+01 -8.95544972706953e+01
9.22972972972973e+02 -2.84191483943885e+01 -8.95549562633474e+01
9.23923923923924e+02 -2.84280925085352e+01 -8.95554143112058e+01
9.24874874874875e+02 -2.84370274226149e+01 -8.95558714171846e+01
9.25825825825826e+02 -2.84459531555338e+01 -8.95563275841858e+01
9.26776776776777e+02 -2.84548697261399e+01 -8.95567828150998e+01
9.27727727727728e+02 -2.84637771532233e+01 -8.95572371128048e+01
9.28678678678679e+02 -2.84726754555164e+01 -8.95576904801676e+01
9.29629629629630e+02 -2.84815646516939e+01 -8.95581429200429e+01
9.30580580580581e+02 -2.84904447603735e+01 -8.95585944352740e+01
9.31531531531532e+02 -2.84993158001157e+01 -8.95590450286924e+01
9.32482482482483e+02 -2.85081777894242e+01 -8.95594947031182e+01
9.33433433433433e+02 -2.85170307467461e+01 -8.95599434613599e+01
9.34384384384384e+02 -2.85258746904723e+01 -8.95603913062146e+01
9.35335335335335e+02 -2.85347096389375e+01 -8.95608382404680e+01
9.36286286286286e+02 -2.85435356104205e+01 -8.95612842668946e+01
9.37237237237237e+02 -2.85523526231445e+01 -8.95617293882576e+01
9.38188188188188e+02 -2.85611606952771e+01 -8.95621736073089e+01
9.39139139139139e+02 -2.85699598449310e+01 -8.95626169267892e+01
9.40090090090090e+02 -2.85787500901637e+01 -8.95630593494285e+01
9.41041041041041e+02 -2.85875314489779e+01 -8.95635008779452e+01
9.41991991991992e+02 -2.85963039393220e+01 -8.95639415150471e+01
9.42942942942943e+02 -2.86050675790899e+01 -8.95643812634311e+01
9.43893893893894e+02 -2.86138223861213e+01 -8.95648201257831e+01
9.44844844844845e+02 -2.86225683782022e+01 -8.95652581047781e+01
9.45795795795796e+02 -2.86313055730650e+01 -8.95656952030805e+01
9.46746746746747e+02 -2.86400339883884e+01 -8.95661314233440e+01
9.47697697697698e+02 -2.86487536417981e+01 -8.95665667682116e+01
9.48648648648649e+02 -2.86574645508666e+01 -8.95670012403156e+01
9.49599599599600e+02 -2.86661667331137e+01 -8.95674348422780e+01
9.50550550550550e+02 -2.86748602060066e+01 -8.95678675767101e+01
9.51501501501501e+02 -2.86835449869600e+01 -8.95682994462128e+01
9.52452452452452e+02 -2.86922210933366e+01 -8.95687304533767e+01
9.53403403403403e+02 -2.87008885424471e+01 -8.95691606007819e+01
9.54354354354354e+02 -2.87095473515502e+01 -8.95695898909985e+01
9.55305305305305e+02 -2.87181975378533e+01 -8.95700183265861e+01
9.56256256256256e+02 -2.87268391185124e+01 -8.95704459100941e+01
9.57207207207207e+02 -2.87354721106324e+01 -8.95708726440621e+01
9.58158158158158e+02 -2.87440965312669e+01 -8.95712985310193e+01
9.59109109109109e+02 -2.87527123974193e+01 -8.95717235734849e+01
9.60060060060060e+02 -2.87613197260421e+01 -8.95721477739683e+01
9.61011011011011e+02 -2.87699185340375e+01 -8.95725711349688e+01
9.61961961961962e+02 -2.87785088382577e+01 -8.95729936589758e+01
9.62912912912913e+02 -2.87870906555049e+01 -8.95734153484692e+01
9.63863863863864e+02 -2.87956640025314e+01 -8.95738362059186e+01
9.64814814814815e+02 -2.88042288960401e+01 -8.95742562337842e+01
9.65765765765766e+02 -2.88127853526846e+01 -8.95746754345164e+01
9.66716716716717e+02 -2.88213333890692e+01 -8.95750938105561e+01
9.67667667667668e+02 -2.88298730217493e+01 -8.95755113643344e+01
9.68618618618619e+02 -2.88384042672315e+01 -8.95759280982730e+01
9.69569569569570e+02 -2.88469271419739e+01 -8.95763440147840e+01
9.70520520520521e+02 -2.88554416623860e+01 -8.95767591162701e+01
9.71471471471471e+02 -2.88639478448294e+01 -8.95771734051247e+01
9.72422422422422e+02 -2.88724457056174e+01 -8.95775868837316e+01
9.73373373373373e+02 -2.88809352610156e+01 -8.95779995544654e+01
9.74324324324324e+02 -2.88894165272420e+01 -8.95784114196916e+01
9.75275275275275e+02 -2.88978895204671e+01 -8.95788224817662e+01
9.76226226226226e+02 -2.89063542568140e+01 -8.95792327430361e+01
9.77177177177177e+02 -2.89148107523590e+01 -8.95796422058392e+01
9.78128128128128e+02 -2.89232590231313e+01 -8.95800508725042e+01
9.79079079079079e+02 -2.89316990851134e+01 -8.95804587453507e+01
9.80030030030030e+02 -2.89401309542413e+01 -8.95808658266894e+01
9.80980980980981e+02 -2.89485546464046e+01 -8.95812721188221e+01
9.81931931931932e+02 -2.89569701774467e+01 -8.95816776240414e+01
9.82882882882883e+02 -2.89653775631651e+01 -8.95820823446313e+01
9.83833833833834e+02 -2.89737768193114e+01 -8.95824862828670e+01
9.84784784784785e+02 -2.89821679615916e+01 -8.95828894410146e+01
9.85735735735736e+02 -2.89905510056662e+01 -8.95832918213318e+01
9.86686686686687e+02 -2.89989259671503e+01 -8.95836934260674e+01
9.87637637637638e+02 -2.90072928616142e+01 -8.95840942574617e+01
9.88588588588589e+02 -2.90156517045829e+01 -8.95844943177460e+01
9.89539539539540e+02 -2.90240025115369e+01 -8.95848936091436e+01
9.90490490490491e+02 -2.90323452979118e+01 -8.95852921338688e+01
9.91441441441441e+02 -2.90406800790990e+01 -8.95856898941275e+01
9.92392392392392e+02 -2.90490068704457e+01 -8.95860868921174e+01
9.93343343343343e+02 -2.90573256872548e+01 -8.95864831300275e+01
9.94294294294294e+02 -2.90656365447854e+01 -8.95868786100385e+01
9.95245245245245e+02 -2.90739394582528e+01 -8.95872733343227e+01
9.96196196196196e+02 -2.90822344428288e+01 -8.95876673050444e+01
9.97147147147147e+02 -2.90905215136416e+01 -8.95880605243592e+01
9.98098098098098e+02 -2.90988006857764e+01 -8.95884529944150e+01
9.99049049049049e+02 -2.91070719742751e+01 -8.95888447173510e+01
1.00000000000000e+03 -2.91153353941368e+01 -8.95892356952986e+01
